Column,Model,Class_Code,Prop_Code,Valid,Class_Score,Prop_Score,accept
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E42_Identifier,P136_was_based_on,✗,"0,4017","0,585",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E42_Identifier,P34_concerned,✗,"0,4017","0,5836",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E42_Identifier,P35_has_identified,✗,"0,4017","0,5772",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P108_has_produced,✗,"0,3932","0,6473",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P142_used_constituent,✗,"0,3932","0,6146",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P126_employed,✗,"0,3932","0,6102",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P92_brought_into_existence,✗,"0,3932","0,6098",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P103_was_intended_for,✗,"0,3932","0,6065",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P39_measured,✗,"0,3932","0,5921",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P31_has_modified,✗,"0,3932","0,5876",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P136_was_based_on,✗,"0,3932","0,585",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P34_concerned,✗,"0,3932","0,5836",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E35_Title,P35_has_identified,✗,"0,3932","0,5772",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P108_has_produced,✗,"0,3907","0,6473",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P142_used_constituent,✗,"0,3907","0,6146",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P126_employed,✗,"0,3907","0,6102",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P92_brought_into_existence,✗,"0,3907","0,6098",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P103_was_intended_for,✗,"0,3907","0,6065",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P39_measured,✗,"0,3907","0,5921",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P31_has_modified,✗,"0,3907","0,5876",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P136_was_based_on,✗,"0,3907","0,585",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P34_concerned,✗,"0,3907","0,5836",✗
Postérieur à,paraphrase-multilingual-mpnet-base-v2,E65_Creation,P35_has_identified,✗,"0,3907","0,5772",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P108_has_produced,✗,"0,2309","0,6642",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P126_employed,✗,"0,2309","0,6539",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P142_used_constituent,✗,"0,2309","0,6535",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P92_brought_into_existence,✗,"0,2309","0,6212",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P103_was_intended_for,✗,"0,2309","0,6201",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P31_has_modified,✗,"0,2309","0,6159",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P94_has_created,✗,"0,2309","0,6035",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P186_produced_thing_of_product_type,✗,"0,2309","0,6023",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P123_resulted_in,✗,"0,2309","0,5949",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E31_Document,P104_is_subject_to,✗,"0,2309","0,5946",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P108_has_produced,✗,"0,2004","0,6642",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P126_employed,✗,"0,2004","0,6539",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P142_used_constituent,✗,"0,2004","0,6535",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P92_brought_into_existence,✗,"0,2004","0,6212",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P103_was_intended_for,✗,"0,2004","0,6201",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P31_has_modified,✗,"0,2004","0,6159",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P94_has_created,✗,"0,2004","0,6035",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P186_produced_thing_of_product_type,✗,"0,2004","0,6023",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P123_resulted_in,✗,"0,2004","0,5949",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E70_Thing,P104_is_subject_to,✗,"0,2004","0,5946",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P108_has_produced,✗,"0,1924","0,6642",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P126_employed,✗,"0,1924","0,6539",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P142_used_constituent,✗,"0,1924","0,6535",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P92_brought_into_existence,✗,"0,1924","0,6212",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P103_was_intended_for,✗,"0,1924","0,6201",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P31_has_modified,✗,"0,1924","0,6159",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P94_has_created,✗,"0,1924","0,6035",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P186_produced_thing_of_product_type,✗,"0,1924","0,6023",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P123_resulted_in,✗,"0,1924","0,5949",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P104_is_subject_to,✗,"0,1924","0,5946",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P108_has_produced,✗,"0,1918","0,6642",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P126_employed,✗,"0,1918","0,6539",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P142_used_constituent,✗,"0,1918","0,6535",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P92_brought_into_existence,✗,"0,1918","0,6212",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P103_was_intended_for,✗,"0,1918","0,6201",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P31_has_modified,✗,"0,1918","0,6159",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P94_has_created,✗,"0,1918","0,6035",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P186_produced_thing_of_product_type,✗,"0,1918","0,6023",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P123_resulted_in,✗,"0,1918","0,5949",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E28_Conceptual_Object,P104_is_subject_to,✗,"0,1918","0,5946",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P108_has_produced,✗,"0,1846","0,6642",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P126_employed,✗,"0,1846","0,6539",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P142_used_constituent,✗,"0,1846","0,6535",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P92_brought_into_existence,✗,"0,1846","0,6212",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P103_was_intended_for,✗,"0,1846","0,6201",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P31_has_modified,✗,"0,1846","0,6159",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P94_has_created,✗,"0,1846","0,6035",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P186_produced_thing_of_product_type,✗,"0,1846","0,6023",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P123_resulted_in,✗,"0,1846","0,5949",✗
Egal à ,paraphrase-multilingual-mpnet-base-v2,E89_Propositional_Object,P104_is_subject_to,✗,"0,1846","0,5946",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P123_resulted_in,✗,"0,4808","0,5715",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P44_has_condition,✓,"0,4808","0,5432",✓
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P142_used_constituent,✗,"0,4808","0,543",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P108_has_produced,✗,"0,4808","0,5411",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P124_transformed,✗,"0,4808","0,5381",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P13_destroyed,✗,"0,4808","0,5286",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P5_consists_of,✗,"0,4808","0,5221",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P126_employed,✗,"0,4808","0,5205",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P35_has_identified,✗,"0,4808","0,517",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E3_Condition_State,P92_brought_into_existence,✗,"0,4808","0,5155",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P123_resulted_in,✗,"0,436","0,5715",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P44_has_condition,✗,"0,436","0,5432",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P142_used_constituent,✗,"0,436","0,543",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P108_has_produced,✗,"0,436","0,5411",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P124_transformed,✗,"0,436","0,5381",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P13_destroyed,✗,"0,436","0,5286",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P5_consists_of,✗,"0,436","0,5221",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P126_employed,✗,"0,436","0,5205",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P35_has_identified,✗,"0,436","0,517",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E14_Condition_Assessment,P92_brought_into_existence,✗,"0,436","0,5155",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P123_resulted_in,✗,"0,3795","0,5715",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P44_has_condition,✗,"0,3795","0,5432",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P142_used_constituent,✗,"0,3795","0,543",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P108_has_produced,✗,"0,3795","0,5411",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P124_transformed,✗,"0,3795","0,5381",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P13_destroyed,✗,"0,3795","0,5286",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P5_consists_of,✗,"0,3795","0,5221",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P126_employed,✗,"0,3795","0,5205",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P35_has_identified,✗,"0,3795","0,517",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E2_Temporal_Entity,P92_brought_into_existence,✗,"0,3795","0,5155",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P123_resulted_in,✗,"0,3718","0,5715",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P44_has_condition,✗,"0,3718","0,5432",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P142_used_constituent,✗,"0,3718","0,543",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P108_has_produced,✗,"0,3718","0,5411",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P124_transformed,✗,"0,3718","0,5381",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P13_destroyed,✗,"0,3718","0,5286",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P5_consists_of,✗,"0,3718","0,5221",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P126_employed,✗,"0,3718","0,5205",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P35_has_identified,✗,"0,3718","0,517",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E4_Period,P92_brought_into_existence,✗,"0,3718","0,5155",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P123_resulted_in,✗,"0,3633","0,5715",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P44_has_condition,✗,"0,3633","0,5432",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P142_used_constituent,✗,"0,3633","0,543",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P108_has_produced,✗,"0,3633","0,5411",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P124_transformed,✗,"0,3633","0,5381",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P13_destroyed,✗,"0,3633","0,5286",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P5_consists_of,✗,"0,3633","0,5221",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P126_employed,✗,"0,3633","0,5205",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P35_has_identified,✗,"0,3633","0,517",✗
Etat,paraphrase-multilingual-mpnet-base-v2,E32_Authority_Document,P92_brought_into_existence,✗,"0,3633","0,5155",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P108_has_produced,✗,"0,3857","0,6016",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P45_consists_of,✗,"0,3857","0,5793",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P126_employed,✗,"0,3857","0,5641",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P186_produced_thing_of_product_type,✗,"0,3857","0,5592",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P46_is_composed_of,✓,"0,3857","0,527",✓
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P39_measured,✗,"0,3857","0,526",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P94_has_created,✗,"0,3857","0,5242",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P62_depicts,✓,"0,3857","0,5194",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P16_used_specific_object,✗,"0,3857","0,5111",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E24_Physical_Human-Made_Thing,P68_foresees_use_of,✗,"0,3857","0,5066",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P108_has_produced,✗,"0,3826","0,6016",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P45_consists_of,✓,"0,3826","0,5793",✓
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P126_employed,✗,"0,3826","0,5641",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P186_produced_thing_of_product_type,✗,"0,3826","0,5592",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P46_is_composed_of,✗,"0,3826","0,527",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P39_measured,✗,"0,3826","0,526",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P94_has_created,✗,"0,3826","0,5242",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P62_depicts,✓,"0,3826","0,5194",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P16_used_specific_object,✗,"0,3826","0,5111",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E57_Material,P68_foresees_use_of,✗,"0,3826","0,5066",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P108_has_produced,✗,"0,3628","0,6016",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P45_consists_of,✗,"0,3628","0,5793",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P126_employed,✗,"0,3628","0,5641",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P186_produced_thing_of_product_type,✗,"0,3628","0,5592",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P46_is_composed_of,✓,"0,3628","0,527",✓
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P39_measured,✗,"0,3628","0,526",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P94_has_created,✗,"0,3628","0,5242",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P62_depicts,✓,"0,3628","0,5194",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P16_used_specific_object,✗,"0,3628","0,5111",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E19_Physical_Object,P68_foresees_use_of,✗,"0,3628","0,5066",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P108_has_produced,✗,"0,3478","0,6016",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P45_consists_of,✗,"0,3478","0,5793",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P126_employed,✗,"0,3478","0,5641",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P186_produced_thing_of_product_type,✗,"0,3478","0,5592",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P46_is_composed_of,✓,"0,3478","0,527",✓
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P39_measured,✗,"0,3478","0,526",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P94_has_created,✗,"0,3478","0,5242",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P62_depicts,✓,"0,3478","0,5194",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P16_used_specific_object,✗,"0,3478","0,5111",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E18_Physical_Thing,P68_foresees_use_of,✗,"0,3478","0,5066",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P108_has_produced,✗,"0,3425","0,6016",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P45_consists_of,✗,"0,3425","0,5793",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P126_employed,✗,"0,3425","0,5641",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P186_produced_thing_of_product_type,✗,"0,3425","0,5592",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P46_is_composed_of,✗,"0,3425","0,527",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P39_measured,✗,"0,3425","0,526",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P94_has_created,✗,"0,3425","0,5242",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P62_depicts,✓,"0,3425","0,5194",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P16_used_specific_object,✗,"0,3425","0,5111",✗
Mortier,paraphrase-multilingual-mpnet-base-v2,E71_Human-Made_Thing,P68_foresees_use_of,✗,"0,3425","0,5066",✗
n° US,LaBSE,E42_Identifier,P108_has_produced,✗,"0,4053","0,5978",✗
n° US,LaBSE,E42_Identifier,P142_used_constituent,✗,"0,4053","0,5703",✗
n° US,LaBSE,E42_Identifier,P186_produced_thing_of_product_type,✗,"0,4053","0,5616",✗
n° US,LaBSE,E42_Identifier,P48_has_preferred_identifier,✓,"0,4053","0,5219",✓
n° US,LaBSE,E42_Identifier,P126_employed,✗,"0,4053","0,5139",✗
n° US,LaBSE,E42_Identifier,P4_has_time-span,✗,"0,4053","0,5128",✗
n° US,LaBSE,E42_Identifier,P42_assigned,✗,"0,4053","0,5121",✗
n° US,LaBSE,E42_Identifier,P102_has_title,✗,"0,4053","0,5081",✗
n° US,LaBSE,E42_Identifier,P41_classified,✗,"0,4053","0,5074",✗
n° US,LaBSE,E42_Identifier,P164_is_temporally_specified_by,✗,"0,4053","0,5029",✗
n° US,LaBSE,E90_Symbolic_Object,P108_has_produced,✗,"0,3663","0,5978",✗
n° US,LaBSE,E90_Symbolic_Object,P142_used_constituent,✗,"0,3663","0,5703",✗
n° US,LaBSE,E90_Symbolic_Object,P186_produced_thing_of_product_type,✗,"0,3663","0,5616",✗
n° US,LaBSE,E90_Symbolic_Object,P48_has_preferred_identifier,✗,"0,3663","0,5219",✗
n° US,LaBSE,E90_Symbolic_Object,P126_employed,✗,"0,3663","0,5139",✗
n° US,LaBSE,E90_Symbolic_Object,P4_has_time-span,✗,"0,3663","0,5128",✗
n° US,LaBSE,E90_Symbolic_Object,P42_assigned,✗,"0,3663","0,5121",✗
n° US,LaBSE,E90_Symbolic_Object,P102_has_title,✗,"0,3663","0,5081",✗
n° US,LaBSE,E90_Symbolic_Object,P41_classified,✗,"0,3663","0,5074",✗
n° US,LaBSE,E90_Symbolic_Object,P164_is_temporally_specified_by,✗,"0,3663","0,5029",✗
n° US,LaBSE,E98_Currency,P108_has_produced,✗,"0,361","0,5978",✗
n° US,LaBSE,E98_Currency,P142_used_constituent,✗,"0,361","0,5703",✗
n° US,LaBSE,E98_Currency,P186_produced_thing_of_product_type,✗,"0,361","0,5616",✗
n° US,LaBSE,E98_Currency,P48_has_preferred_identifier,✗,"0,361","0,5219",✗
n° US,LaBSE,E98_Currency,P126_employed,✗,"0,361","0,5139",✗
n° US,LaBSE,E98_Currency,P4_has_time-span,✗,"0,361","0,5128",✗
n° US,LaBSE,E98_Currency,P42_assigned,✗,"0,361","0,5121",✗
n° US,LaBSE,E98_Currency,P102_has_title,✗,"0,361","0,5081",✗
n° US,LaBSE,E98_Currency,P41_classified,✗,"0,361","0,5074",✗
n° US,LaBSE,E98_Currency,P164_is_temporally_specified_by,✗,"0,361","0,5029",✗
n° US,LaBSE,E70_Thing,P108_has_produced,✗,"0,337","0,5978",✗
n° US,LaBSE,E70_Thing,P142_used_constituent,✗,"0,337","0,5703",✗
n° US,LaBSE,E70_Thing,P186_produced_thing_of_product_type,✗,"0,337","0,5616",✗
n° US,LaBSE,E70_Thing,P48_has_preferred_identifier,✗,"0,337","0,5219",✗
n° US,LaBSE,E70_Thing,P126_employed,✗,"0,337","0,5139",✗
n° US,LaBSE,E70_Thing,P4_has_time-span,✗,"0,337","0,5128",✗
n° US,LaBSE,E70_Thing,P42_assigned,✗,"0,337","0,5121",✗
n° US,LaBSE,E70_Thing,P102_has_title,✗,"0,337","0,5081",✗
n° US,LaBSE,E70_Thing,P41_classified,✗,"0,337","0,5074",✗
n° US,LaBSE,E70_Thing,P164_is_temporally_specified_by,✗,"0,337","0,5029",✗
n° US,LaBSE,E3_Condition_State,P108_has_produced,✗,"0,3369","0,5978",✗
n° US,LaBSE,E3_Condition_State,P142_used_constituent,✗,"0,3369","0,5703",✗
n° US,LaBSE,E3_Condition_State,P186_produced_thing_of_product_type,✗,"0,3369","0,5616",✗
n° US,LaBSE,E3_Condition_State,P48_has_preferred_identifier,✗,"0,3369","0,5219",✗
n° US,LaBSE,E3_Condition_State,P126_employed,✗,"0,3369","0,5139",✗
n° US,LaBSE,E3_Condition_State,P4_has_time-span,✗,"0,3369","0,5128",✗
n° US,LaBSE,E3_Condition_State,P42_assigned,✗,"0,3369","0,5121",✗
n° US,LaBSE,E3_Condition_State,P102_has_title,✗,"0,3369","0,5081",✗
n° US,LaBSE,E3_Condition_State,P41_classified,✗,"0,3369","0,5074",✗
n° US,LaBSE,E3_Condition_State,P164_is_temporally_specified_by,✗,"0,3369","0,5029",✗
Localisation,LaBSE,E27_Site,P92_brought_into_existence,✗,"0,3873","0,488",✗
Localisation,LaBSE,E27_Site,P94_has_created,✗,"0,3873","0,4702",✗
Localisation,LaBSE,E27_Site,P142_used_constituent,✗,"0,3873","0,4439",✗
Localisation,LaBSE,E27_Site,P26_moved_to,✗,"0,3873","0,4435",✗
Localisation,LaBSE,E27_Site,P27_moved_from,✗,"0,3873","0,4426",✗
Localisation,LaBSE,E27_Site,P86_falls_within,✗,"0,3873","0,442",✗
Localisation,LaBSE,E27_Site,P13_destroyed,✗,"0,3873","0,4419",✗
Localisation,LaBSE,E27_Site,P25_moved,✗,"0,3873","0,4396",✗
Localisation,LaBSE,E27_Site,P53_has_former_or_current_location,✗,"0,3873","0,4384",✗
Localisation,LaBSE,E27_Site,P56_bears_feature,✓,"0,3873","0,4348",✗
Localisation,LaBSE,E53_Place,P92_brought_into_existence,✗,"0,3302","0,488",✗
Localisation,LaBSE,E53_Place,P94_has_created,✗,"0,3302","0,4702",✗
Localisation,LaBSE,E53_Place,P142_used_constituent,✗,"0,3302","0,4439",✗
Localisation,LaBSE,E53_Place,P26_moved_to,✗,"0,3302","0,4435",✗
Localisation,LaBSE,E53_Place,P27_moved_from,✗,"0,3302","0,4426",✗
Localisation,LaBSE,E53_Place,P86_falls_within,✗,"0,3302","0,442",✗
Localisation,LaBSE,E53_Place,P13_destroyed,✗,"0,3302","0,4419",✗
Localisation,LaBSE,E53_Place,P25_moved,✗,"0,3302","0,4396",✗
Localisation,LaBSE,E53_Place,P53_has_former_or_current_location,✓,"0,3302","0,4384",✓
Localisation,LaBSE,E53_Place,P56_bears_feature,✗,"0,3302","0,4348",✗
Localisation,LaBSE,E9_Move,P92_brought_into_existence,✗,"0,3294","0,488",✗
Localisation,LaBSE,E9_Move,P94_has_created,✗,"0,3294","0,4702",✗
Localisation,LaBSE,E9_Move,P142_used_constituent,✗,"0,3294","0,4439",✗
Localisation,LaBSE,E9_Move,P26_moved_to,✗,"0,3294","0,4435",✗
Localisation,LaBSE,E9_Move,P27_moved_from,✗,"0,3294","0,4426",✗
